date;datatype;station;value;fl_m;fl_q;fl_so;fl_t
2020-01-10;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-10;TAVG;GHCND:NZM00093110;171;H;;S;
2020-01-10;TMAX;GHCND:NZM00093110;218;;;S;
2020-01-11;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-11;TAVG;GHCND:NZM00093110;197;H;;S;
2020-01-11;TMIN;GHCND:NZM00093110;122;;;S;
2020-01-12;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-12;TAVG;GHCND:NZM00093110;186;H;;S;
2020-01-12;TMAX;GHCND:NZM00093110;245;;;S;
2020-01-12;TMIN;GHCND:NZM00093110;124;;;S;
2020-01-13;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-13;TAVG;GHCND:NZM00093110;194;H;;S;
2020-01-13;TMAX;GHCND:NZM00093110;249;;;S;
2020-01-13;TMIN;GHCND:NZM00093110;134;;;S;
2020-01-14;PRCP;GHCND:NZM00093110;10;;;S;
2020-01-14;TAVG;GHCND:NZM00093110;166;H;;S;
2020-01-14;TMAX;GHCND:NZM00093110;201;;;S;
2020-01-15;PRCP;GHCND:NZM00093110;43;;;S;
2020-01-15;TAVG;GHCND:NZM00093110;191;H;;S;
2020-01-15;TMAX;GHCND:NZM00093110;237;;;S;
2020-01-16;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-16;TAVG;GHCND:NZM00093110;191;H;;S;
2020-01-16;TMAX;GHCND:NZM00093110;241;;;S;
2020-01-16;TMIN;GHCND:NZM00093110;134;;;S;
2020-01-17;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-17;TAVG;GHCND:NZM00093110;189;H;;S;
2020-01-17;TMAX;GHCND:NZM00093110;245;;;S;
2020-01-18;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-18;TAVG;GHCND:NZM00093110;192;H;;S;
2020-01-18;TMAX;GHCND:NZM00093110;241;;;S;
2020-01-18;TMIN;GHCND:NZM00093110;141;;;S;
2020-01-19;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-19;TAVG;GHCND:NZM00093110;206;H;;S;
2020-01-19;TMAX;GHCND:NZM00093110;273;;;S;
2020-01-19;TMIN;GHCND:NZM00093110;155;;;S;
2020-01-20;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-20;TAVG;GHCND:NZM00093110;210;H;;S;
2020-01-20;TMAX;GHCND:NZM00093110;267;;;S;
2020-01-20;TMIN;GHCND:NZM00093110;161;;;S;
2020-01-21;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-21;TAVG;GHCND:NZM00093110;197;H;;S;
2020-01-21;TMAX;GHCND:NZM00093110;237;;;S;
2020-01-22;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-22;TAVG;GHCND:NZM00093110;191;H;;S;
2020-01-22;TMAX;GHCND:NZM00093110;235;;;S;
2020-01-23;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-23;TAVG;GHCND:NZM00093110;214;H;;S;
2020-01-23;TMAX;GHCND:NZM00093110;247;;;S;
2020-01-23;TMIN;GHCND:NZM00093110;163;;;S;
2020-01-24;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-24;TAVG;GHCND:NZM00093110;212;H;;S;
2020-01-24;TMAX;GHCND:NZM00093110;271;;;S;
2020-01-25;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-25;TAVG;GHCND:NZM00093110;215;H;;S;
2020-01-25;TMAX;GHCND:NZM00093110;245;;;S;
2020-01-25;TMIN;GHCND:NZM00093110;170;;;S;
2020-01-26;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-26;TAVG;GHCND:NZM00093110;209;H;;S;
2020-01-26;TMAX;GHCND:NZM00093110;250;;;S;
2020-01-27;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-27;TAVG;GHCND:NZM00093110;219;H;;S;
2020-01-27;TMAX;GHCND:NZM00093110;260;;;S;
2020-01-27;TMIN;GHCND:NZM00093110;186;;;S;
2020-01-28;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-28;TAVG;GHCND:NZM00093110;218;H;;S;
2020-01-28;TMAX;GHCND:NZM00093110;256;;;S;
2020-01-28;TMIN;GHCND:NZM00093110;195;;;S;
2020-01-29;PRCP;GHCND:NZM00093110;3;;;S;
2020-01-29;TAVG;GHCND:NZM00093110;225;H;;S;
2020-01-29;TMAX;GHCND:NZM00093110;268;;;S;
2020-01-30;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-30;TAVG;GHCND:NZM00093110;224;H;;S;
2020-01-30;TMAX;GHCND:NZM00093110;272;;;S;
2020-01-31;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-31;TAVG;GHCND:NZM00093110;217;H;;S;
2020-01-31;TMAX;GHCND:NZM00093110;253;;;S;
2020-01-31;TMIN;GHCND:NZM00093110;181;;;S;
2020-02-01;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-01;TAVG;GHCND:NZM00093110;222;H;;S;
2020-02-01;TMAX;GHCND:NZM00093110;257;;;S;
2020-02-01;TMIN;GHCND:NZM00093110;197;;;S;
2020-02-02;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-02;TAVG;GHCND:NZM00093110;228;H;;S;
2020-02-02;TMAX;GHCND:NZM00093110;261;;;S;
2020-02-02;TMIN;GHCND:NZM00093110;199;;;S;
2020-02-03;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-03;TAVG;GHCND:NZM00093110;222;H;;S;
2020-02-03;TMAX;GHCND:NZM00093110;274;;;S;
2020-02-04;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-04;TAVG;GHCND:NZM00093110;239;H;;S;
2020-02-04;TMAX;GHCND:NZM00093110;298;;;S;
2020-02-04;TMIN;GHCND:NZM00093110;174;;;S;
2020-02-05;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-05;TAVG;GHCND:NZM00093110;187;H;;S;
2020-02-05;TMAX;GHCND:NZM00093110;239;;;S;
2020-02-06;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-06;TAVG;GHCND:NZM00093110;194;H;;S;
2020-02-06;TMAX;GHCND:NZM00093110;237;;;S;
2020-02-06;TMIN;GHCND:NZM00093110;137;;;S;
2020-02-07;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-07;TAVG;GHCND:NZM00093110;205;H;;S;
2020-02-07;TMAX;GHCND:NZM00093110;243;;;S;
2020-02-07;TMIN;GHCND:NZM00093110;160;;;S;
2020-02-08;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-08;TAVG;GHCND:NZM00093110;192;H;;S;
2020-02-08;TMAX;GHCND:NZM00093110;263;;;S;
2020-02-08;TMIN;GHCND:NZM00093110;162;;;S;
2020-02-09;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-09;TAVG;GHCND:NZM00093110;177;H;;S;
2020-02-09;TMAX;GHCND:NZM00093110;224;;;S;
2020-02-10;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-10;TAVG;GHCND:NZM00093110;186;H;;S;
2020-02-10;TMAX;GHCND:NZM00093110;229;;;S;
2020-02-10;TMIN;GHCND:NZM00093110;127;;;S;
2020-02-11;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-11;TAVG;GHCND:NZM00093110;182;H;;S;
2020-02-11;TMAX;GHCND:NZM00093110;240;;;S;
2020-02-12;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-12;TAVG;GHCND:NZM00093110;199;H;;S;
2020-02-12;TMAX;GHCND:NZM00093110;282;;;S;
2020-02-12;TMIN;GHCND:NZM00093110;127;;;S;
2020-02-13;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-13;TAVG;GHCND:NZM00093110;198;H;;S;
2020-02-13;TMAX;GHCND:NZM00093110;251;;;S;
2020-02-13;TMIN;GHCND:NZM00093110;145;;;S;
2020-02-14;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-14;TAVG;GHCND:NZM00093110;220;H;;S;
2020-02-14;TMAX;GHCND:NZM00093110;290;;;S;
2020-02-14;TMIN;GHCND:NZM00093110;162;;;S;
2020-02-15;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-15;TAVG;GHCND:NZM00093110;214;H;;S;
2020-02-15;TMAX;GHCND:NZM00093110;244;;;S;
2020-02-15;TMIN;GHCND:NZM00093110;180;;;S;
2020-02-16;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-16;TAVG;GHCND:NZM00093110;223;H;;S;
2020-02-16;TMAX;GHCND:NZM00093110;274;;;S;
2020-02-17;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-17;TAVG;GHCND:NZM00093110;228;H;;S;
2020-02-17;TMAX;GHCND:NZM00093110;276;;;S;
2020-02-17;TMIN;GHCND:NZM00093110;186;;;S;
2020-02-18;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-18;TAVG;GHCND:NZM00093110;227;H;;S;
2020-02-18;TMAX;GHCND:NZM00093110;282;;;S;
2020-02-18;TMIN;GHCND:NZM00093110;195;;;S;
2020-02-19;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-19;TAVG;GHCND:NZM00093110;217;H;;S;
2020-02-19;TMAX;GHCND:NZM00093110;264;;;S;
2020-02-20;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-20;TAVG;GHCND:NZM00093110;216;H;;S;
2020-02-20;TMAX;GHCND:NZM00093110;265;;;S;
2020-02-21;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-21;TAVG;GHCND:NZM00093110;229;H;;S;
2020-02-21;TMAX;GHCND:NZM00093110;288;;;S;
2020-02-21;TMIN;GHCND:NZM00093110;168;;;S;
2020-02-22;PRCP;GHCND:NZM00093110;122;;;S;
2020-02-22;TAVG;GHCND:NZM00093110;194;H;;S;
2020-02-22;TMAX;GHCND:NZM00093110;234;;;S;
2020-02-23;PRCP;GHCND:NZM00093110;23;;;S;
2020-02-23;TAVG;GHCND:NZM00093110;181;H;;S;
2020-02-23;TMAX;GHCND:NZM00093110;223;;;S;
2020-02-24;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-24;TAVG;GHCND:NZM00093110;190;H;;S;
2020-02-24;TMAX;GHCND:NZM00093110;269;;;S;
2020-02-25;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-25;TAVG;GHCND:NZM00093110;198;H;;S;
2020-02-25;TMAX;GHCND:NZM00093110;245;;;S;
2020-02-25;TMIN;GHCND:NZM00093110;125;;;S;
2020-02-26;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-26;TAVG;GHCND:NZM00093110;204;H;;S;
2020-02-26;TMAX;GHCND:NZM00093110;260;;;S;
2020-02-26;TMIN;GHCND:NZM00093110;162;;;S;
2020-02-27;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-27;TAVG;GHCND:NZM00093110;217;H;;S;
2020-02-27;TMAX;GHCND:NZM00093110;271;;;S;
2020-02-27;TMIN;GHCND:NZM00093110;171;;;S;
2020-02-28;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-28;TAVG;GHCND:NZM00093110;221;H;;S;
2020-02-28;TMAX;GHCND:NZM00093110;273;;;S;
2020-02-28;TMIN;GHCND:NZM00093110;168;;;S;
2020-02-29;PRCP;GHCND:NZM00093110;0;;;S;
2020-02-29;TAVG;GHCND:NZM00093110;205;H;;S;
2020-02-29;TMAX;GHCND:NZM00093110;280;;;S;
2020-03-01;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-01;TAVG;GHCND:NZM00093110;226;H;;S;
2020-03-01;TMAX;GHCND:NZM00093110;279;;;S;
2020-03-01;TMIN;GHCND:NZM00093110;161;;;S;
2020-03-02;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-02;TAVG;GHCND:NZM00093110;213;H;;S;
2020-03-02;TMAX;GHCND:NZM00093110;254;;;S;
2020-03-03;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-03;TAVG;GHCND:NZM00093110;228;H;;S;
2020-03-03;TMAX;GHCND:NZM00093110;276;;;S;
2020-03-03;TMIN;GHCND:NZM00093110;179;;;S;
2020-03-04;PRCP;GHCND:NZM00093110;117;;;S;
2020-03-04;TAVG;GHCND:NZM00093110;196;H;;S;
2020-03-04;TMAX;GHCND:NZM00093110;247;;;S;
2020-03-05;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-05;TAVG;GHCND:NZM00093110;188;H;;S;
2020-03-05;TMAX;GHCND:NZM00093110;228;;;S;
2020-03-06;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-06;TAVG;GHCND:NZM00093110;189;H;;S;
2020-03-06;TMAX;GHCND:NZM00093110;239;;;S;
2020-03-06;TMIN;GHCND:NZM00093110;143;;;S;
2020-03-07;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-07;TAVG;GHCND:NZM00093110;188;H;;S;
2020-03-07;TMAX;GHCND:NZM00093110;250;;;S;
2020-03-08;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-08;TAVG;GHCND:NZM00093110;209;H;;S;
2020-03-08;TMAX;GHCND:NZM00093110;254;;;S;
2020-03-08;TMIN;GHCND:NZM00093110;131;;;S;
2020-03-09;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-09;TAVG;GHCND:NZM00093110;202;H;;S;
2020-03-09;TMAX;GHCND:NZM00093110;249;;;S;
2020-03-09;TMIN;GHCND:NZM00093110;180;;;S;
2020-03-10;PRCP;GHCND:NZM00093110;30;;;S;
2020-03-10;TAVG;GHCND:NZM00093110;186;H;;S;
2020-03-10;TMAX;GHCND:NZM00093110;235;;;S;
2020-03-11;PRCP;GHCND:NZM00093110;28;;;S;
2020-03-11;TAVG;GHCND:NZM00093110;185;H;;S;
2020-03-11;TMAX;GHCND:NZM00093110;230;;;S;
2020-03-12;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-12;TAVG;GHCND:NZM00093110;182;H;;S;
2020-03-12;TMAX;GHCND:NZM00093110;247;;;S;
2020-03-13;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-13;TAVG;GHCND:NZM00093110;178;H;;S;
2020-03-13;TMIN;GHCND:NZM00093110;133;;;S;
2020-03-14;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-14;TAVG;GHCND:NZM00093110;188;H;;S;
2020-03-14;TMIN;GHCND:NZM00093110;123;;;S;
2020-03-15;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-15;TAVG;GHCND:NZM00093110;183;H;;S;
2020-03-15;TMAX;GHCND:NZM00093110;242;;;S;
2020-03-15;TMIN;GHCND:NZM00093110;139;;;S;
2020-03-16;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-16;TAVG;GHCND:NZM00093110;187;H;;S;
2020-03-16;TMAX;GHCND:NZM00093110;214;;;S;
2020-03-16;TMIN;GHCND:NZM00093110;142;;;S;
2020-03-17;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-17;TAVG;GHCND:NZM00093110;163;H;;S;
2020-03-17;TMAX;GHCND:NZM00093110;236;;;S;
2020-03-18;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-18;TAVG;GHCND:NZM00093110;156;H;;S;
2020-03-18;TMAX;GHCND:NZM00093110;209;;;S;
2020-03-18;TMIN;GHCND:NZM00093110;112;;;S;
2020-03-19;PRCP;GHCND:NZM00093110;3;;;S;
2020-03-19;TAVG;GHCND:NZM00093110;179;H;;S;
2020-03-19;TMAX;GHCND:NZM00093110;225;;;S;
2020-03-19;TMIN;GHCND:NZM00093110;103;;;S;
2020-03-20;PRCP;GHCND:NZM00093110;53;;;S;
2020-03-20;TAVG;GHCND:NZM00093110;182;H;;S;
2020-03-20;TMAX;GHCND:NZM00093110;224;;;S;
2020-03-20;TMIN;GHCND:NZM00093110;154;;;S;
2020-03-21;PRCP;GHCND:NZM00093110;3;;;S;
2020-03-21;TAVG;GHCND:NZM00093110;188;H;;S;
2020-03-21;TMAX;GHCND:NZM00093110;229;;;S;
2020-03-21;TMIN;GHCND:NZM00093110;150;;;S;
2020-03-22;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-22;TAVG;GHCND:NZM00093110;205;H;;S;
2020-03-22;TMAX;GHCND:NZM00093110;262;;;S;
2020-03-22;TMIN;GHCND:NZM00093110;149;;;S;
2020-03-23;PRCP;GHCND:NZM00093110;38;;;S;
2020-03-23;TAVG;GHCND:NZM00093110;187;H;;S;
2020-03-23;TMAX;GHCND:NZM00093110;228;;;S;
2020-03-24;PRCP;GHCND:NZM00093110;18;;;S;
2020-03-24;TAVG;GHCND:NZM00093110;152;H;;S;
2020-03-24;TMAX;GHCND:NZM00093110;194;;;S;
2020-03-25;PRCP;GHCND:NZM00093110;8;;;S;
2020-03-25;TAVG;GHCND:NZM00093110;158;H;;S;
2020-03-25;TMAX;GHCND:NZM00093110;211;;;S;
2020-03-25;TMIN;GHCND:NZM00093110;115;;;S;
2020-03-26;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-26;TAVG;GHCND:NZM00093110;167;H;;S;
2020-03-26;TMAX;GHCND:NZM00093110;210;;;S;
2020-03-26;TMIN;GHCND:NZM00093110;116;;;S;
2020-03-27;PRCP;GHCND:NZM00093110;71;;;S;
2020-03-27;TAVG;GHCND:NZM00093110;163;H;;S;
2020-03-27;TMAX;GHCND:NZM00093110;206;;;S;
2020-03-27;TMIN;GHCND:NZM00093110;134;;;S;
2020-03-28;PRCP;GHCND:NZM00093110;5;;;S;
2020-03-28;TAVG;GHCND:NZM00093110;146;H;;S;
2020-03-28;TMAX;GHCND:NZM00093110;192;;;S;
2020-03-29;PRCP;GHCND:NZM00093110;0;;;S;
2020-03-29;TAVG;GHCND:NZM00093110;167;H;;S;
2020-03-29;TMAX;GHCND:NZM00093110;215;;;S;
2020-03-29;TMIN;GHCND:NZM00093110;109;;;S;
2020-03-30;PRCP;GHCND:NZM00093110;5;;;S;
2020-03-30;TAVG;GHCND:NZM00093110;168;H;;S;
2020-03-30;TMAX;GHCND:NZM00093110;229;;;S;
2020-03-31;PRCP;GHCND:NZM00093110;23;;;S;
2020-03-31;TAVG;GHCND:NZM00093110;173;H;;S;
2020-03-31;TMAX;GHCND:NZM00093110;228;;;S;
2020-03-31;TMIN;GHCND:NZM00093110;124;;;S;
2020-04-01;PRCP;GHCND:NZM00093110;3;;;S;
2020-04-01;TAVG;GHCND:NZM00093110;175;H;;S;
2020-04-01;TMAX;GHCND:NZM00093110;241;;;S;
2020-04-01;TMIN;GHCND:NZM00093110;128;;;S;
2020-04-02;PRCP;GHCND:NZM00093110;3;;;S;
2020-04-02;TAVG;GHCND:NZM00093110;171;H;;S;
2020-04-02;TMAX;GHCND:NZM00093110;225;;;S;
2020-04-02;TMIN;GHCND:NZM00093110;118;;;S;
2020-04-03;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-03;TAVG;GHCND:NZM00093110;172;H;;S;
2020-04-03;TMAX;GHCND:NZM00093110;236;;;S;
2020-04-03;TMIN;GHCND:NZM00093110;120;;;S;
2020-04-04;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-04;TAVG;GHCND:NZM00093110;177;H;;S;
2020-04-04;TMAX;GHCND:NZM00093110;223;;;S;
2020-04-04;TMIN;GHCND:NZM00093110;123;;;S;
2020-04-05;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-05;TAVG;GHCND:NZM00093110;169;H;;S;
2020-04-05;TMAX;GHCND:NZM00093110;222;;;S;
2020-04-06;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-06;TAVG;GHCND:NZM00093110;165;H;;S;
2020-04-06;TMAX;GHCND:NZM00093110;211;;;S;
2020-04-07;TAVG;GHCND:NZM00093110;169;H;;S;
2020-04-07;TMAX;GHCND:NZM00093110;223;;;S;
2020-04-08;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-08;TAVG;GHCND:NZM00093110;173;H;;S;
2020-04-08;TMAX;GHCND:NZM00093110;220;;;S;
2020-04-08;TMIN;GHCND:NZM00093110;136;;;S;
2020-04-09;PRCP;GHCND:NZM00093110;18;;;S;
2020-04-09;TAVG;GHCND:NZM00093110;146;H;;S;
2020-04-09;TMAX;GHCND:NZM00093110;190;;;S;
2020-04-10;PRCP;GHCND:NZM00093110;3;;;S;
2020-04-10;TAVG;GHCND:NZM00093110;141;H;;S;
2020-04-10;TMAX;GHCND:NZM00093110;194;;;S;
2020-04-11;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-11;TAVG;GHCND:NZM00093110;157;H;;S;
2020-04-11;TMAX;GHCND:NZM00093110;213;;;S;
2020-04-11;TMIN;GHCND:NZM00093110;83;;;S;
2020-04-12;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-12;TAVG;GHCND:NZM00093110;186;H;;S;
2020-04-12;TMAX;GHCND:NZM00093110;230;;;S;
2020-04-12;TMIN;GHCND:NZM00093110;101;;;S;
2020-04-13;PRCP;GHCND:NZM00093110;107;;;S;
2020-04-13;TAVG;GHCND:NZM00093110;172;H;;S;
2020-04-13;TMAX;GHCND:NZM00093110;206;;;S;
2020-04-13;TMIN;GHCND:NZM00093110;144;;;S;
2020-04-14;PRCP;GHCND:NZM00093110;18;;;S;
2020-04-14;TAVG;GHCND:NZM00093110;154;H;;S;
2020-04-14;TMAX;GHCND:NZM00093110;177;;;S;
2020-04-15;PRCP;GHCND:NZM00093110;15;;;S;
2020-04-15;TAVG;GHCND:NZM00093110;150;H;;S;
2020-04-15;TMAX;GHCND:NZM00093110;175;;;S;
2020-04-15;TMIN;GHCND:NZM00093110;127;;;S;
2020-04-16;PRCP;GHCND:NZM00093110;33;;;S;
2020-04-16;TAVG;GHCND:NZM00093110;176;H;;S;
2020-04-16;TMAX;GHCND:NZM00093110;196;;;S;
2020-04-16;TMIN;GHCND:NZM00093110;128;;;S;
2020-04-17;PRCP;GHCND:NZM00093110;15;;;S;
2020-04-17;TAVG;GHCND:NZM00093110;188;H;;S;
2020-04-17;TMAX;GHCND:NZM00093110;229;;;S;
2020-04-17;TMIN;GHCND:NZM00093110;150;;;S;
2020-04-18;PRCP;GHCND:NZM00093110;99;;;S;
2020-04-18;TAVG;GHCND:NZM00093110;178;H;;S;
2020-04-18;TMAX;GHCND:NZM00093110;220;;;S;
2020-04-19;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-19;TAVG;GHCND:NZM00093110;170;H;;S;
2020-04-19;TMAX;GHCND:NZM00093110;215;;;S;
2020-04-19;TMIN;GHCND:NZM00093110;148;;;S;
2020-04-20;PRCP;GHCND:NZM00093110;8;;;S;
2020-04-20;TAVG;GHCND:NZM00093110;159;H;;S;
2020-04-20;TMAX;GHCND:NZM00093110;199;;;S;
2020-04-21;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-21;TAVG;GHCND:NZM00093110;136;H;;S;
2020-04-21;TMAX;GHCND:NZM00093110;179;;;S;
2020-04-22;PRCP;GHCND:NZM00093110;3;;;S;
2020-04-22;TAVG;GHCND:NZM00093110;149;H;;S;
2020-04-22;TMAX;GHCND:NZM00093110;193;;;S;
2020-04-22;TMIN;GHCND:NZM00093110;81;;;S;
2020-04-23;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-23;TAVG;GHCND:NZM00093110;170;H;;S;
2020-04-23;TMAX;GHCND:NZM00093110;221;;;S;
2020-04-23;TMIN;GHCND:NZM00093110;122;;;S;
2020-04-24;PRCP;GHCND:NZM00093110;5;;;S;
2020-04-24;TAVG;GHCND:NZM00093110;161;H;;S;
2020-04-24;TMAX;GHCND:NZM00093110;209;;;S;
2020-04-25;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-25;TAVG;GHCND:NZM00093110;162;H;;S;
2020-04-25;TMAX;GHCND:NZM00093110;197;;;S;
2020-04-25;TMIN;GHCND:NZM00093110;112;;;S;
2020-04-26;PRCP;GHCND:NZM00093110;3;;;S;
2020-04-26;TAVG;GHCND:NZM00093110;139;H;;S;
2020-04-26;TMAX;GHCND:NZM00093110;198;;;S;
2020-04-27;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-27;TAVG;GHCND:NZM00093110;168;H;;S;
2020-04-27;TMAX;GHCND:NZM00093110;193;;;S;
2020-04-27;TMIN;GHCND:NZM00093110;85;;;S;
2020-04-28;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-28;TAVG;GHCND:NZM00093110;137;H;;S;
2020-04-28;TMAX;GHCND:NZM00093110;192;;;S;
2020-04-29;PRCP;GHCND:NZM00093110;3;;;S;
2020-04-29;TAVG;GHCND:NZM00093110;154;H;;S;
2020-04-29;TMAX;GHCND:NZM00093110;215;;;S;
2020-04-29;TMIN;GHCND:NZM00093110;97;;;S;
2020-04-30;PRCP;GHCND:NZM00093110;0;;;S;
2020-04-30;TAVG;GHCND:NZM00093110;147;H;;S;
2020-04-30;TMAX;GHCND:NZM00093110;205;;;S;
2020-04-30;TMIN;GHCND:NZM00093110;96;;;S;
2020-05-01;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-01;TAVG;GHCND:NZM00093110;169;H;;S;
2020-05-01;TMIN;GHCND:NZM00093110;96;;;S;
2020-05-02;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-02;TAVG;GHCND:NZM00093110;185;H;;S;
2020-05-02;TMAX;GHCND:NZM00093110;220;;;S;
2020-05-02;TMIN;GHCND:NZM00093110;146;;;S;
2020-05-03;PRCP;GHCND:NZM00093110;5;;;S;
2020-05-03;TAVG;GHCND:NZM00093110;176;H;;S;
2020-05-03;TMAX;GHCND:NZM00093110;198;;;S;
2020-05-04;PRCP;GHCND:NZM00093110;335;;;S;
2020-05-04;TAVG;GHCND:NZM00093110;151;H;;S;
2020-05-04;TMAX;GHCND:NZM00093110;207;;;S;
2020-05-05;PRCP;GHCND:NZM00093110;112;;;S;
2020-05-05;TAVG;GHCND:NZM00093110;118;H;;S;
2020-05-05;TMAX;GHCND:NZM00093110;175;;;S;
2020-05-06;PRCP;GHCND:NZM00093110;140;;;S;
2020-05-06;TAVG;GHCND:NZM00093110;104;H;;S;
2020-05-06;TMAX;GHCND:NZM00093110;153;;;S;
2020-05-07;PRCP;GHCND:NZM00093110;3;;;S;
2020-05-07;TAVG;GHCND:NZM00093110;152;H;;S;
2020-05-07;TMAX;GHCND:NZM00093110;180;;;S;
2020-05-07;TMIN;GHCND:NZM00093110;48;;;S;
2020-05-08;PRCP;GHCND:NZM00093110;3;;;S;
2020-05-08;TAVG;GHCND:NZM00093110;140;H;;S;
2020-05-08;TMAX;GHCND:NZM00093110;185;;;S;
2020-05-09;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-09;TAVG;GHCND:NZM00093110;144;H;;S;
2020-05-09;TMAX;GHCND:NZM00093110;186;;;S;
2020-05-09;TMIN;GHCND:NZM00093110;79;;;S;
2020-05-10;PRCP;GHCND:NZM00093110;3;;;S;
2020-05-10;TAVG;GHCND:NZM00093110;154;H;;S;
2020-05-10;TMAX;GHCND:NZM00093110;209;;;S;
2020-05-10;TMIN;GHCND:NZM00093110;111;;;S;
2020-05-11;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-11;TAVG;GHCND:NZM00093110;143;H;;S;
2020-05-11;TMAX;GHCND:NZM00093110;184;;;S;
2020-05-11;TMIN;GHCND:NZM00093110;118;;;S;
2020-05-12;PRCP;GHCND:NZM00093110;0;;;S;
2020-05-12;TAVG;GHCND:NZM00093110;144;H;;S;
2020-05-12;TMAX;GHCND:NZM00093110;182;;;S;
2020-05-12;TMIN;GHCND:NZM00093110;117;;;S;
2020-05-13;PRCP;GHCND:NZM00093110;3;;;S;
2020-05-13;TAVG;GHCND:NZM00093110;134;H;;S;
2020-05-13;TMAX;GHCND:NZM00093110;172;;;S;
2020-05-13;TMIN;GHCND:NZM00093110;115;;;S;
2020-05-14;PRCP;GHCND:NZM00093110;3;;;S;
